Experiment,NewSubject,Block,Frame,Feedback,Distribution,Confidence.Order,FilterTrialRandomization,Gamble,RT,TypeCount
3,418,1,Gain,Full,Standard,First,0,0.3,1002.7,10
3,418,1,Lose,Full,Standard,First,0,0.875,1229.75,8
3,418,2,Gain,Full,Standard,First,0,0.25,896.125,8
3,418,2,Lose,Full,Standard,First,0,0.875,904.9,10
3,418,3,Gain,Full,Standard,First,0,0.4,1153.7,10
3,418,3,Lose,Full,Standard,First,0,0.714285714,1097.625,8
3,418,4,Gain,Full,Standard,First,0,0.5,933.875,8
3,418,4,Lose,Full,Standard,First,0,0.555555556,971.9,10
3,419,1,Gain,Full,Standard,Last,0,0.555555556,682.8,10
3,419,1,Lose,Full,Standard,Last,0,0.571428571,627.125,8
3,419,2,Gain,Full,Standard,Last,0,0.5,521.75,8
3,419,2,Lose,Full,Standard,Last,0,0.7,984.3,10
3,419,3,Gain,Full,Standard,Last,0,0.333333333,870.3,10
3,419,3,Lose,Full,Standard,Last,0,0.571428571,937.375,8
3,419,4,Gain,Full,Standard,Last,0,0.625,734.875,8
3,419,4,Lose,Full,Standard,Last,0,0.6,802,10
3,420,1,Gain,Full,Tight,Last,0,0.222222222,923.3,10
3,420,1,Lose,Full,Tight,Last,0,1,774.25,8
3,420,2,Gain,Full,Tight,Last,0,0.5,707.25,8
3,420,2,Lose,Full,Tight,Last,0,0.6,778.6,10
3,420,3,Gain,Full,Tight,Last,0,0.5,629.3,10
3,420,3,Lose,Full,Tight,Last,0,0.75,863.25,8
3,420,4,Gain,Full,Tight,Last,0,0.5,478.75,8
3,420,4,Lose,Full,Tight,Last,0,0.5,619.8,10
3,421,1,Gain,Full,Standard,First,0,0.3,841.4,10
3,421,1,Lose,Full,Standard,First,0,1,840.875,8
3,421,2,Gain,Full,Standard,First,0,0.5,742.625,8
3,421,2,Lose,Full,Standard,First,0,1,798,10
3,421,3,Gain,Full,Standard,First,0,0.4,885.4,10
3,421,3,Lose,Full,Standard,First,0,0.875,717.125,8
3,421,4,Gain,Full,Standard,First,0,0.125,795.75,8
3,421,4,Lose,Full,Standard,First,0,0.4,854,10
3,422,1,Gain,Full,Standard,Last,0,0.4,1198.5,10
3,422,1,Lose,Full,Standard,Last,0,1,1147.25,8
3,422,2,Gain,Full,Standard,Last,0,0.5,1211.375,8
3,422,2,Lose,Full,Standard,Last,0,0.8,1181.8,10
3,422,3,Gain,Full,Standard,Last,0,0.666666667,1050.9,10
3,422,3,Lose,Full,Standard,Last,0,0.75,1283.375,8
3,422,4,Gain,Full,Standard,Last,0,0.571428571,930,8
3,422,4,Lose,Full,Standard,Last,0,1,1156.5,10
3,423,1,Gain,Full,Tight,First,0,0,928.7,10
3,423,1,Lose,Full,Tight,First,0,0.625,1090.625,8
3,423,2,Gain,Full,Tight,First,0,0,865.375,8
3,423,2,Lose,Full,Tight,First,0,0.555555556,1062.3,10
3,423,3,Gain,Full,Tight,First,0,0.2,1138.8,10
3,423,3,Lose,Full,Tight,First,0,0.428571429,914.875,8
3,423,4,Gain,Full,Tight,First,0,0.25,992.75,8
3,423,4,Lose,Full,Tight,First,0,0.4,1149.4,10
3,424,1,Gain,Full,Tight,Last,0,0.5,991.4,10
3,424,1,Lose,Full,Tight,Last,0,0.5,1021.875,8
3,424,2,Gain,Full,Tight,Last,0,0.5,534.625,8
3,424,2,Lose,Full,Tight,Last,0,0.6,551,10
3,424,3,Gain,Full,Tight,Last,0,0.4,610.9,10
3,424,3,Lose,Full,Tight,Last,0,0.625,487.875,8
3,424,4,Gain,Full,Tight,Last,0,0.5,495.375,8
3,424,4,Lose,Full,Tight,Last,0,0.5,463.8,10
3,425,1,Gain,Full,Tight,First,0,0.333333333,922.4,10
3,425,1,Lose,Full,Tight,First,0,0.625,1235,8
3,425,2,Gain,Full,Tight,First,0,0,698.25,8
3,425,2,Lose,Full,Tight,First,0,0.8,1061.7,10
3,425,3,Gain,Full,Tight,First,0,0.2,947.7,10
3,425,3,Lose,Full,Tight,First,0,1,932,8
3,425,4,Gain,Full,Tight,First,0,0.125,918.875,8
3,425,4,Lose,Full,Tight,First,0,0.75,729,10
3,426,1,Gain,Full,Tight,First,0,0.4,1101.2,10
3,426,1,Lose,Full,Tight,First,0,0.714285714,993.875,8
3,426,2,Gain,Full,Tight,First,0,0.375,723.5,8
3,426,2,Lose,Full,Tight,First,0,0.444444444,884.8,10
3,426,3,Gain,Full,Tight,First,0,0.1,866.9,10
3,426,3,Lose,Full,Tight,First,0,0.75,1095.875,8
3,426,4,Gain,Full,Tight,First,0,0.375,865.375,8
3,426,4,Lose,Full,Tight,First,0,0.5,1024.9,10
3,427,1,Gain,Full,Tight,Last,0,0.333333333,530.8,10
3,427,1,Lose,Full,Tight,Last,0,0.714285714,551.125,8
3,427,2,Gain,Full,Tight,Last,0,0.5,465.875,8
3,427,2,Lose,Full,Tight,Last,0,0.4,620.1,10
3,427,3,Gain,Full,Tight,Last,0,0,475,10
3,427,3,Lose,Full,Tight,Last,0,0.25,528,8
3,427,4,Gain,Full,Tight,Last,0,0.5,376.875,8
3,427,4,Lose,Full,Tight,Last,0,0.3,425.9,10
3,428,1,Gain,Full,Standard,First,0,0.25,889.5,10
3,428,1,Lose,Full,Standard,First,0,0.625,949,8
3,428,2,Gain,Full,Standard,First,0,0,852.875,8
3,428,2,Lose,Full,Standard,First,0,0.9,937.9,10
3,428,3,Gain,Full,Standard,First,0,0.111111111,854.7,10
3,428,3,Lose,Full,Standard,First,0,0.875,1010.875,8
3,428,4,Gain,Full,Standard,First,0,0.125,783.25,8
3,428,4,Lose,Full,Standard,First,0,0.7,1223.4,10
3,429,1,Gain,Full,Standard,Last,0,0.5,580.7,10
3,429,1,Lose,Full,Standard,Last,0,1,566.75,8
3,429,2,Gain,Full,Standard,Last,0,0.25,523.125,8
3,429,2,Lose,Full,Standard,Last,0,0.9,519.4,10
3,429,3,Gain,Full,Standard,Last,0,0.6,526.9,10
3,429,3,Lose,Full,Standard,Last,0,0.625,700.625,8
3,429,4,Gain,Full,Standard,Last,0,0.5,506.625,8
3,429,4,Lose,Full,Standard,Last,0,0.6,637,10
3,430,1,Gain,Full,Standard,First,0,0.444444444,1096.6,10
3,430,1,Lose,Full,Standard,First,0,0.375,1326.875,8
3,430,2,Gain,Full,Standard,First,0,0.375,748.625,8
3,430,2,Lose,Full,Standard,First,0,1,932.3,10
3,430,3,Gain,Full,Standard,First,0,0.5,1016.9,10
3,430,3,Lose,Full,Standard,First,0,0.428571429,834.875,8
3,430,4,Gain,Full,Standard,First,0,0.875,905.625,8
3,430,4,Lose,Full,Standard,First,0,0.5,940.2,10
3,431,1,Gain,Full,Standard,Last,0,0.555555556,906.1,10
3,431,1,Lose,Full,Standard,Last,0,0.857142857,591.625,8
3,431,2,Gain,Full,Standard,Last,0,0.125,944.375,8
3,431,2,Lose,Full,Standard,Last,0,0.8,1154.7,10
3,431,3,Gain,Full,Standard,Last,0,0.111111111,660.6,10
3,431,3,Lose,Full,Standard,Last,0,0.857142857,893.625,8
3,431,4,Gain,Full,Standard,Last,0,0.25,633.625,8
3,431,4,Lose,Full,Standard,Last,0,0.9,908.8,10
3,433,1,Gain,Full,Tight,Last,0,0,1055.9,10
3,433,1,Lose,Full,Tight,Last,0,1,1260.5,8
3,433,2,Gain,Full,Tight,Last,0,0,926.875,8
3,433,2,Lose,Full,Tight,Last,0,1,969.2,10
3,433,3,Gain,Full,Tight,Last,0,0,875.2,10
3,433,3,Lose,Full,Tight,Last,0,1,1143.375,8
3,433,4,Gain,Full,Tight,Last,0,0,822.875,8
3,433,4,Lose,Full,Tight,Last,0,1,1050.4,10
3,434,1,Gain,Full,Standard,First,0,0.3,1061.5,10
3,434,1,Lose,Full,Standard,First,0,0.625,1114.125,8
3,434,2,Gain,Full,Standard,First,0,0.125,836.75,8
3,434,2,Lose,Full,Standard,First,0,0.6,1270.5,10
3,434,3,Gain,Full,Standard,First,0,0.8,993.8,10
3,434,3,Lose,Full,Standard,First,0,0.285714286,1138.25,8
3,434,4,Gain,Full,Standard,First,0,0.375,860,8
3,434,4,Lose,Full,Standard,First,0,0.4,1077.1,10
3,435,1,Gain,Full,Standard,Last,0,0.3,902.6,10
3,435,1,Lose,Full,Standard,Last,0,0.714285714,869.625,8
3,435,2,Gain,Full,Standard,Last,0,0.25,1044.75,8
3,435,2,Lose,Full,Standard,Last,0,0.6,973.9,10
3,435,3,Gain,Full,Standard,Last,0,0.4,984.6,10
3,435,3,Lose,Full,Standard,Last,0,0.5,993.875,8
3,435,4,Gain,Full,Standard,Last,0,0.375,1017.25,8
3,435,4,Lose,Full,Standard,Last,0,0.5,917.9,10
3,436,1,Gain,Full,Tight,First,0,0.4,894.5,10
3,436,1,Lose,Full,Tight,First,0,1,833,8
3,436,2,Gain,Full,Tight,First,0,1,986,8
3,436,2,Lose,Full,Tight,First,0,0.6,1205.5,10
3,436,3,Gain,Full,Tight,First,0,0.5,1060.1,10
3,436,3,Lose,Full,Tight,First,0,0.5,1120.125,8
3,436,4,Gain,Full,Tight,First,0,0.5,1168.75,8
3,436,4,Lose,Full,Tight,First,0,0.5,1237.3,10
3,437,1,Gain,Full,Tight,Last,0,0.1,974.1,10
3,437,1,Lose,Full,Tight,Last,0,1,679.75,8
3,437,2,Gain,Full,Tight,Last,0,0,792.25,8
3,437,2,Lose,Full,Tight,Last,0,1,744.6,10
3,437,3,Gain,Full,Tight,Last,0,0.1,925.1,10
3,437,3,Lose,Full,Tight,Last,0,0.857142857,731.625,8
3,437,4,Gain,Full,Tight,Last,0,0.125,1064,8
3,437,4,Lose,Full,Tight,Last,0,0.6,1210.4,10
3,438,1,Gain,Full,Standard,First,0,0.5,888.2,10
3,438,1,Lose,Full,Standard,First,0,0.75,882.75,8
3,438,2,Gain,Full,Standard,First,0,0.375,443.75,8
3,438,2,Lose,Full,Standard,First,0,0.5,493.2,10
3,438,3,Gain,Full,Standard,First,0,0.333333333,515.6,10
3,438,3,Lose,Full,Standard,First,0,0.5,599.125,8
3,438,4,Gain,Full,Standard,First,0,0.5,701,8
3,438,4,Lose,Full,Standard,First,0,0.6,382.8,10
3,439,1,Gain,Full,Standard,Last,0,0.444444444,1041,10
3,439,1,Lose,Full,Standard,Last,0,0.857142857,916,8
3,439,2,Gain,Full,Standard,Last,0,0.5,875,8
3,439,2,Lose,Full,Standard,Last,0,0.666666667,770.9,10
3,439,3,Gain,Full,Standard,Last,0,0.5,841.9,10
3,439,3,Lose,Full,Standard,Last,0,0.5,903.125,8
3,439,4,Gain,Full,Standard,Last,0,0.5,1022.125,8
3,439,4,Lose,Full,Standard,Last,0,0.6,1075.2,10
3,440,1,Gain,Full,Tight,First,0,0,868.7,10
3,440,1,Lose,Full,Tight,First,0,0.875,1027.125,8
3,440,2,Gain,Full,Tight,First,0,0.125,1000.875,8
3,440,2,Lose,Full,Tight,First,0,0.8,1170.8,10
3,440,3,Gain,Full,Tight,First,0,0.333333333,1015.7,10
3,440,3,Lose,Full,Tight,First,0,0.5,1309,8
3,440,4,Gain,Full,Tight,First,0,0.25,1191.625,8
3,440,4,Lose,Full,Tight,First,0,0.4,1095.3,10
3,441,1,Gain,Full,Tight,Last,0,0.1,694.6,10
3,441,1,Lose,Full,Tight,Last,0,0.625,787.875,8
3,441,2,Gain,Full,Tight,Last,0,0,642.375,8
3,441,2,Lose,Full,Tight,Last,0,1,707.9,10
3,441,3,Gain,Full,Tight,Last,0,0.3,751.3,10
3,441,3,Lose,Full,Tight,Last,0,0.625,799.5,8
3,441,4,Gain,Full,Tight,Last,0,0.5,917,8
3,441,4,Lose,Full,Tight,Last,0,0.5,1043.8,10
3,442,1,Gain,Full,Standard,First,0,0.666666667,945.3,10
3,442,1,Lose,Full,Standard,First,0,0.714285714,868.5,8
3,442,2,Gain,Full,Standard,First,0,0.25,948.5,8
3,442,2,Lose,Full,Standard,First,0,0.7,1105.9,10
3,442,3,Gain,Full,Standard,First,0,0.3,928.9,10
3,442,3,Lose,Full,Standard,First,0,0.5,866.625,8
3,442,4,Gain,Full,Standard,First,0,0.25,632.25,8
3,442,4,Lose,Full,Standard,First,0,0.8,762.7,10
3,443,1,Gain,Full,Tight,First,0,0.4,991.4,10
3,443,1,Lose,Full,Tight,First,0,0.5,1314,8
3,443,2,Gain,Full,Tight,First,0,0.625,1056.125,8
3,443,2,Lose,Full,Tight,First,0,0.5,1093.2,10
3,443,3,Gain,Full,Tight,First,0,0.1,649.7,10
3,443,3,Lose,Full,Tight,First,0,0.75,732,8
3,443,4,Gain,Full,Tight,First,0,0,559.875,8
3,443,4,Lose,Full,Tight,First,0,1,561.1,10
3,444,1,Gain,Full,Tight,First,0,0.555555556,1121.8,10
3,444,1,Lose,Full,Tight,First,0,1,949.75,8
3,444,2,Gain,Full,Tight,First,0,0.285714286,851.875,8
3,444,2,Lose,Full,Tight,First,0,1,961.1,10
3,444,3,Gain,Full,Tight,First,0,0.333333333,719,10
3,444,3,Lose,Full,Tight,First,0,0.625,693.5,8
3,444,4,Gain,Full,Tight,First,0,0.5,749.5,8
3,444,4,Lose,Full,Tight,First,0,0.5,788.8,10
3,445,1,Gain,Full,Tight,Last,0,0.3,1260,10
3,445,1,Lose,Full,Tight,Last,0,0.714285714,769.25,8
3,445,2,Gain,Full,Tight,Last,0,0.375,917.75,8
3,445,2,Lose,Full,Tight,Last,0,0.777777778,767.4,10
3,445,3,Gain,Full,Tight,Last,0,0.444444444,1009,10
3,445,3,Lose,Full,Tight,Last,0,0.75,1112.75,8
3,445,4,Gain,Full,Tight,Last,0,0.125,860.5,8
3,445,4,Lose,Full,Tight,Last,0,0.9,1018,10
3,446,1,Gain,Full,Standard,First,0,0.222222222,571.3,10
3,446,1,Lose,Full,Standard,First,0,0.428571429,769.25,8
3,446,2,Gain,Full,Standard,First,0,0.125,625.125,8
3,446,2,Lose,Full,Standard,First,0,0.8,1202.2,10
3,446,3,Gain,Full,Standard,First,0,0.444444444,652,10
3,446,3,Lose,Full,Standard,First,0,0.875,860.375,8
3,446,4,Gain,Full,Standard,First,0,0.125,823.375,8
3,446,4,Lose,Full,Standard,First,0,0.875,810.5,10
3,447,1,Gain,Full,Standard,Last,0,0.3,844.7,10
3,447,1,Lose,Full,Standard,Last,0,0.625,837.125,8
3,447,2,Gain,Full,Standard,Last,0,0,717,8
3,447,2,Lose,Full,Standard,Last,0,0.4,759.7,10
3,447,3,Gain,Full,Standard,Last,0,0,566.8,10
3,447,3,Lose,Full,Standard,Last,0,0,512,8
3,447,4,Gain,Full,Standard,Last,0,0,600.875,8
3,447,4,Lose,Full,Standard,Last,0,0,409,10
3,448,1,Gain,Full,Tight,First,0,0.2,954.2,10
3,448,1,Lose,Full,Tight,First,0,1,1012,8
3,448,2,Gain,Full,Tight,First,0,0.25,989.5,8
3,448,2,Lose,Full,Tight,First,0,0.7,1150.6,10
3,448,3,Gain,Full,Tight,First,0,0.4,993.7,10
3,448,3,Lose,Full,Tight,First,0,0.5,883.5,8
3,448,4,Gain,Full,Tight,First,0,0.5,701.75,8
3,448,4,Lose,Full,Tight,First,0,0.5,654.7,10
3,449,1,Gain,Full,Tight,Last,0,0.4,744.2,10
3,449,1,Lose,Full,Tight,Last,0,0.75,837.75,8
3,449,2,Gain,Full,Tight,Last,0,0.75,879.25,8
3,449,2,Lose,Full,Tight,Last,0,0.4,1022.7,10
3,449,3,Gain,Full,Tight,Last,0,0.7,721.7,10
3,449,3,Lose,Full,Tight,Last,0,0.5,888.125,8
3,449,4,Gain,Full,Tight,Last,0,0.5,588.625,8
3,449,4,Lose,Full,Tight,Last,0,0.5,796.1,10
3,450,1,Gain,Full,Tight,Last,0,0.5,812,10
3,450,1,Lose,Full,Tight,Last,0,0.625,938.875,8
3,450,2,Gain,Full,Tight,Last,0,0.625,985.875,8
3,450,2,Lose,Full,Tight,Last,0,0.9,1095.5,10
3,450,3,Gain,Full,Tight,Last,0,0.5,820.1,10
3,450,3,Lose,Full,Tight,Last,0,0.571428571,789.125,8
3,450,4,Gain,Full,Tight,Last,0,0.5,764.375,8
3,450,4,Lose,Full,Tight,Last,0,0.7,815.7,10
3,451,1,Gain,Minimal,Tight,Last,0,0,755.5,10
3,451,1,Lose,Minimal,Tight,Last,0,0.875,1049.375,8
3,451,2,Gain,Minimal,Tight,Last,0,0,642,8
3,451,2,Lose,Minimal,Tight,Last,0,1,898.8,10
3,451,3,Gain,Minimal,Tight,Last,0,0.5,805.5,10
3,451,3,Lose,Minimal,Tight,Last,0,0.571428571,781.75,8
3,451,4,Gain,Minimal,Tight,Last,0,0.5,755,8
3,451,4,Lose,Minimal,Tight,Last,0,0.6,768.1,10
3,452,1,Gain,Minimal,Standard,First,0,0.1,1126.9,10
3,452,1,Lose,Minimal,Standard,First,0,1,1074.375,8
3,452,2,Gain,Minimal,Standard,First,0,0.375,999.5,8
3,452,2,Lose,Minimal,Standard,First,0,0.8,1294,10
3,452,3,Gain,Minimal,Standard,First,0,0.8,1004.2,10
3,452,3,Lose,Minimal,Standard,First,0,1,868.875,8
3,452,4,Gain,Minimal,Standard,First,0,0.625,1040.875,8
3,452,4,Lose,Minimal,Standard,First,0,0.555555556,861.2,10
3,453,1,Gain,Minimal,Standard,Last,0,0.1,611.3,10
3,453,1,Lose,Minimal,Standard,Last,0,0.875,653.875,8
3,453,2,Gain,Minimal,Standard,Last,0,0.125,628.125,8
3,453,2,Lose,Minimal,Standard,Last,0,0.8,758.1,10
3,453,3,Gain,Minimal,Standard,Last,0,0.4,834.5,10
3,453,3,Lose,Minimal,Standard,Last,0,0.875,693.375,8
3,453,4,Gain,Minimal,Standard,Last,0,0.875,617,8
3,453,4,Lose,Minimal,Standard,Last,0,0.6,772.7,10
3,454,1,Gain,Minimal,Tight,First,0,0.2,1065.8,10
3,454,1,Lose,Minimal,Tight,First,0,0.857142857,990.25,8
3,454,2,Gain,Minimal,Tight,First,0,0.25,1055.875,8
3,454,2,Lose,Minimal,Tight,First,0,0.7,1053.6,10
3,454,3,Gain,Minimal,Tight,First,0,0.5,822.3,10
3,454,3,Lose,Minimal,Tight,First,0,0.5,911.125,8
3,454,4,Gain,Minimal,Tight,First,0,0.125,844.375,8
3,454,4,Lose,Minimal,Tight,First,0,0.6,929,10
3,455,1,Gain,Minimal,Tight,Last,0,0.8,1179.9,10
3,455,1,Lose,Minimal,Tight,Last,0,1,953.125,8
3,455,2,Gain,Minimal,Tight,Last,0,0.25,706.625,8
3,455,2,Lose,Minimal,Tight,Last,0,0.9,843.9,10
3,455,3,Gain,Minimal,Tight,Last,0,0.9,924.5,10
3,455,3,Lose,Minimal,Tight,Last,0,1,742.75,8
3,455,4,Gain,Minimal,Tight,Last,0,0.375,827.75,8
3,455,4,Lose,Minimal,Tight,Last,0,1,672.7,10
3,456,1,Gain,Minimal,Standard,First,0,0.4,1061.1,10
3,456,1,Lose,Minimal,Standard,First,0,0.857142857,1121.375,8
3,456,2,Gain,Minimal,Standard,First,0,0.125,928,8
3,456,2,Lose,Minimal,Standard,First,0,0.555555556,1178.9,10
3,456,3,Gain,Minimal,Standard,First,0,0.4,803.1,10
3,456,3,Lose,Minimal,Standard,First,0,0.857142857,879.625,8
3,456,4,Gain,Minimal,Standard,First,0,0,800.625,8
3,456,4,Lose,Minimal,Standard,First,0,0.9,791.6,10
3,457,1,Gain,Minimal,Standard,Last,0,0,483.8,10
3,457,1,Lose,Minimal,Standard,Last,0,1,521.5,8
3,457,2,Gain,Minimal,Standard,Last,0,0,573.375,8
3,457,2,Lose,Minimal,Standard,Last,0,0.8,540.5,10
3,457,3,Gain,Minimal,Standard,Last,0,0.6,589.5,10
3,457,3,Lose,Minimal,Standard,Last,0,0.75,584,8
3,457,4,Gain,Minimal,Standard,Last,0,0.625,551.75,8
3,457,4,Lose,Minimal,Standard,Last,0,0.7,514.3,10
3,458,1,Gain,Minimal,Tight,First,0,0.3,999.7,10
3,458,1,Lose,Minimal,Tight,First,0,0.714285714,784.75,8
3,458,2,Gain,Minimal,Tight,First,0,0.25,604.375,8
3,458,2,Lose,Minimal,Tight,First,0,1,680.1,10
3,458,3,Gain,Minimal,Tight,First,0,0.4,915.2,10
3,458,3,Lose,Minimal,Tight,First,0,1,927.125,8
3,458,4,Gain,Minimal,Tight,First,0,0.5,855.75,8
3,458,4,Lose,Minimal,Tight,First,0,0.7,816.9,10
3,459,1,Gain,Minimal,Tight,Last,0,0.4,753,10
3,459,1,Lose,Minimal,Tight,Last,0,1,590.625,8
3,459,2,Gain,Minimal,Tight,Last,0,0.75,614,8
3,459,2,Lose,Minimal,Tight,Last,0,0.7,408.9,10
3,459,3,Gain,Minimal,Tight,Last,0,0.6,398.5,10
3,459,3,Lose,Minimal,Tight,Last,0,0.75,468.625,8
3,459,4,Gain,Minimal,Tight,Last,0,0.375,681.625,8
3,459,4,Lose,Minimal,Tight,Last,0,1,519.6,10
3,460,1,Gain,Minimal,Standard,First,0,0.7,1035.7,10
3,460,1,Lose,Minimal,Standard,First,0,0.875,832,8
3,460,2,Gain,Minimal,Standard,First,0,0.875,1121.75,8
3,460,2,Lose,Minimal,Standard,First,0,0.4,1267,10
3,460,3,Gain,Minimal,Standard,First,0,0.3,1074.4,10
3,460,3,Lose,Minimal,Standard,First,0,0.5,1120.75,8
3,460,4,Gain,Minimal,Standard,First,0,0.5,828.75,8
3,460,4,Lose,Minimal,Standard,First,0,0.7,1015.5,10
3,461,1,Gain,Minimal,Standard,Last,0,0,570,10
3,461,1,Lose,Minimal,Standard,Last,0,0.875,567,8
3,461,2,Gain,Minimal,Standard,Last,0,0,519.125,8
3,461,2,Lose,Minimal,Standard,Last,0,0.8,658.7,10
3,461,3,Gain,Minimal,Standard,Last,0,0.4,626.4,10
3,461,3,Lose,Minimal,Standard,Last,0,1,594.875,8
3,461,4,Gain,Minimal,Standard,Last,0,0.5,616.625,8
3,461,4,Lose,Minimal,Standard,Last,0,0.9,681.7,10
3,462,1,Gain,Minimal,Tight,First,0,0.1,988.9,10
3,462,1,Lose,Minimal,Tight,First,0,0.75,1409,8
3,462,2,Gain,Minimal,Tight,First,0,0,735.125,8
3,462,2,Lose,Minimal,Tight,First,0,0.7,1180.5,10
3,462,3,Gain,Minimal,Tight,First,0,0.1,906.2,10
3,462,3,Lose,Minimal,Tight,First,0,0.571428571,1065.25,8
3,462,4,Gain,Minimal,Tight,First,0,0.375,1054.875,8
3,462,4,Lose,Minimal,Tight,First,0,0.444444444,741.9,10
3,463,1,Gain,Minimal,Tight,Last,0,0.2,662.3,10
3,463,1,Lose,Minimal,Tight,Last,0,0.875,727.625,8
3,463,2,Gain,Minimal,Tight,Last,0,0.375,857.5,8
3,463,2,Lose,Minimal,Tight,Last,0,1,905.7,10
3,463,3,Gain,Minimal,Tight,Last,0,0.6,1013.5,10
3,463,3,Lose,Minimal,Tight,Last,0,1,828,8
3,463,4,Gain,Minimal,Tight,Last,0,0.5,775.875,8
3,463,4,Lose,Minimal,Tight,Last,0,1,685,10
3,464,1,Gain,Minimal,Standard,Last,0,0.222222222,831,10
3,464,1,Lose,Minimal,Standard,Last,0,1,981.75,8
3,464,2,Gain,Minimal,Standard,Last,0,0.125,823.625,8
3,464,2,Lose,Minimal,Standard,Last,0,1,757.2,10
3,464,3,Gain,Minimal,Standard,Last,0,0.6,1206,10
3,464,3,Lose,Minimal,Standard,Last,0,0.666666667,984.875,8
3,464,4,Gain,Minimal,Standard,Last,0,0.5,1021.625,8
3,464,4,Lose,Minimal,Standard,Last,0,0.8,1132.1,10
3,465,1,Gain,Minimal,Tight,First,0,0.2,1083.5,10
3,465,1,Lose,Minimal,Tight,First,0,0.875,1269.625,8
3,465,2,Gain,Minimal,Tight,First,0,0.375,938.875,8
3,465,2,Lose,Minimal,Tight,First,0,1,1063.7,10
3,465,3,Gain,Minimal,Tight,First,0,0.444444444,884.7,10
3,465,3,Lose,Minimal,Tight,First,0,0.714285714,1060.125,8
3,465,4,Gain,Minimal,Tight,First,0,0.142857143,962.375,8
3,465,4,Lose,Minimal,Tight,First,0,0.5,1077.8,10
3,466,1,Gain,Minimal,Tight,Last,0,0.6,1137.1,10
3,466,1,Lose,Minimal,Tight,Last,0,1,640.5,8
3,466,2,Gain,Minimal,Tight,Last,0,0.75,1055.25,8
3,466,2,Lose,Minimal,Tight,Last,0,0.777777778,860.6,10
3,466,3,Gain,Minimal,Tight,Last,0,0.888888889,960.2,10
3,466,3,Lose,Minimal,Tight,Last,0,1,1114.125,8
3,466,4,Gain,Minimal,Tight,Last,0,0.5,1213.75,8
3,466,4,Lose,Minimal,Tight,Last,0,0.888888889,1011.3,10
3,467,1,Gain,Minimal,Standard,First,0,0.3,677.1,10
3,467,1,Lose,Minimal,Standard,First,0,1,683,8
3,467,2,Gain,Minimal,Standard,First,0,0.25,682.75,8
3,467,2,Lose,Minimal,Standard,First,0,0.8,797.5,10
3,467,3,Gain,Minimal,Standard,First,0,0.5,823.4,10
3,467,3,Lose,Minimal,Standard,First,0,0.428571429,956.5,8
3,467,4,Gain,Minimal,Standard,First,0,0.5,619.625,8
3,467,4,Lose,Minimal,Standard,First,0,0.8,820.3,10
3,468,1,Gain,Minimal,Standard,Last,0,0.3,803.5,10
3,468,1,Lose,Minimal,Standard,Last,0,0.375,1082.75,8
3,468,2,Gain,Minimal,Standard,Last,0,0.375,624.625,8
3,468,2,Lose,Minimal,Standard,Last,0,0.8,1017.1,10
3,468,3,Gain,Minimal,Standard,Last,0,0.5,831.6,10
3,468,3,Lose,Minimal,Standard,Last,0,0.875,1048,8
3,468,4,Gain,Minimal,Standard,Last,0,0.375,716.125,8
3,468,4,Lose,Minimal,Standard,Last,0,1,766.2,10
3,469,1,Gain,Minimal,Tight,First,0,0,742.3,10
3,469,1,Lose,Minimal,Tight,First,0,1,1009.625,8
3,469,2,Gain,Minimal,Tight,First,0,0,648.125,8
3,469,2,Lose,Minimal,Tight,First,0,1,770,10
3,469,3,Gain,Minimal,Tight,First,0,0.1,1102,10
3,469,3,Lose,Minimal,Tight,First,0,0.875,1110.375,8
3,469,4,Gain,Minimal,Tight,First,0,0.25,927.25,8
3,469,4,Lose,Minimal,Tight,First,0,0.666666667,782.8,10
3,470,1,Gain,Minimal,Tight,Last,0,0.7,760.6,10
3,470,1,Lose,Minimal,Tight,Last,0,0.375,905.625,8
3,470,2,Gain,Minimal,Tight,Last,0,0.375,960.375,8
3,470,2,Lose,Minimal,Tight,Last,0,0.9,755.5,10
3,470,3,Gain,Minimal,Tight,Last,0,0.2,797.2,10
3,470,3,Lose,Minimal,Tight,Last,0,1,1019.5,8
3,470,4,Gain,Minimal,Tight,Last,0,0.25,956,8
3,470,4,Lose,Minimal,Tight,Last,0,1,856.4,10
3,471,1,Gain,Minimal,Standard,First,0,0.2,706.1,10
3,471,1,Lose,Minimal,Standard,First,0,0.875,777.375,8
3,471,2,Gain,Minimal,Standard,First,0,0.125,611.75,8
3,471,2,Lose,Minimal,Standard,First,0,0.6,613.3,10
3,471,3,Gain,Minimal,Standard,First,0,0.4,652.2,10
3,471,3,Lose,Minimal,Standard,First,0,0.625,741.25,8
3,471,4,Gain,Minimal,Standard,First,0,0.5,527.625,8
3,471,4,Lose,Minimal,Standard,First,0,0.6,459.6,10
3,472,1,Gain,Minimal,Standard,Last,0,0.5,825.7,10
3,472,1,Lose,Minimal,Standard,Last,0,0.8,490.375,8
3,472,2,Gain,Minimal,Standard,Last,0,0.5,869.75,8
3,472,2,Lose,Minimal,Standard,Last,0,1,647.5,10
3,472,3,Gain,Minimal,Standard,Last,0,0.5,865.4,10
3,472,3,Lose,Minimal,Standard,Last,0,0.875,797.25,8
3,472,4,Gain,Minimal,Standard,Last,0,0.285714286,853.375,8
